"age","year","gender","healthy","unhealthy","CI_low_healthy","CI_up_healthy","CI_low_unhealthy","CI_up_unhealthy"
"50-55","2015","woman",0.857862707112249,0.142137292887751,0.828771259354603,0.886954154869895,0.113045845130105,0.171228740645397
"55-60","2015","woman",0.829873509486386,0.170126490513614,0.807240033320555,0.852506985652217,0.147493014347783,0.192759966679445
"60-65","2015","woman",0.785570777054234,0.214429222945766,0.763421263967258,0.807720290141211,0.192279709858789,0.236578736032742
"65-70","2015","woman",0.724531569618525,0.275468430381475,0.695934530411598,0.753128608825452,0.246871391174548,0.304065469588402
"70-75","2015","woman",0.655260266019991,0.344739733980009,0.602947904481924,0.707572627558059,0.292427372441941,0.397052095518076
"75-80","2015","woman",0.661816751697064,0.338183248302936,0.609372174818366,0.714261328575762,0.285738671424238,0.390627825181634
"80+","2015","woman",0.493412940468662,0.506587059531338,0.433453078781397,0.553372802155927,0.446627197844073,0.566546921218603
"50-55","2015","man",0.938982782494208,0.0610172175057919,0.926071892581428,0.951893672406988,0.0481063275930121,0.0739281074185717
"55-60","2015","man",0.905499019861293,0.0945009801387071,0.889134798793057,0.921863240929529,0.078136759070471,0.110865201206943
"60-65","2015","man",0.850925386697841,0.149074613302159,0.829344255102963,0.872506518292719,0.127493481707281,0.170655744897037
"65-70","2015","man",0.822251016920594,0.177748983079406,0.797194366232825,0.847307667608364,0.152692332391636,0.202805633767175
"70-75","2015","man",0.747813762419984,0.252186237580016,0.702231219222296,0.793396305617671,0.206603694382328,0.297768780777704
"75-80","2015","man",0.70523409258145,0.29476590741855,0.65375868919285,0.75670949597005,0.24329050402995,0.34624131080715
"80+","2015","man",0.64718757765723,0.35281242234277,0.537187421710636,0.757187733603824,0.242812266396176,0.462812578289364
